NIV1,NIV2,NIV3,NIV4,NIV5,NIV1 - Libellé,NIV2 - Libellé,NIV3 - Libellé,NIV4 - Libellé,NIV5 - Libellé
H,49,49.5,49.50,49.50Z,Transports et entreposage,Transports terrestres et transport par conduites,Transports par conduites,Transports par conduites,Transports par conduites
H,50,50.1,50.10,50.10Z,Transports et entreposage,Transports par eau,Transports maritimes et côtiers de passagers,Transports maritimes et côtiers de passagers,Transports maritimes et côtiers de passagers
H,50,50.2,50.20,50.20Z,Transports et entreposage,Transports par eau,Transports maritimes et côtiers de fret,Transports maritimes et côtiers de fret,Transports maritimes et côtiers de fret
H,50,50.3,50.30,50.30Z,Transports et entreposage,Transports par eau,Transports fluviaux de passagers,Transports fluviaux de passagers,Transports fluviaux de passagers
H,50,50.4,50.40,50.40Z,Transports et entreposage,Transports par eau,Transports fluviaux de fret,Transports fluviaux de fret,Transports fluviaux de fret
H,51,51.1,51.10,51.10Z,Transports et entreposage,Transports aériens,Transports aériens de passagers,Transports aériens de passagers,Transports aériens de passagers
H,51,51.2,51.21,51.21Z,Transports et entreposage,Transports aériens,Transports aériens de fret et transports spatiaux,Transports aériens de fret,Transports aériens de fret
H,51,51.2,51.22,51.22Z,Transports et entreposage,Transports aériens,Transports aériens de fret et transports spatiaux,Transports spatiaux,Transports spatiaux
H,52,52.1,52.10,52.10A,Transports et entreposage,Entreposage et services auxiliaires des transports,Entreposage et stockage,Entreposage et stockage,Entreposage et stockage frigorifique
H,52,52.1,52.10,52.10B,Transports et entreposage,Entreposage et services auxiliaires des transports,Entreposage et stockage,Entreposage et stockage,Entreposage et stockage non frigorifique
H,52,52.2,52.21,52.21Z,Transports et entreposage,Entreposage et services auxiliaires des transports,Services auxiliaires des transports,Services auxiliaires des transports terrestres,Services auxiliaires des transports terrestres
H,52,52.2,52.22,52.22Z,Transports et entreposage,Entreposage et services auxiliaires des transports,Services auxiliaires des transports,Services auxiliaires des transports par eau,Services auxiliaires des transports par eau
H,52,52.2,52.23,52.23Z,Transports et entreposage,Entreposage et services auxiliaires des transports,Services auxiliaires des transports,Services auxiliaires des transports aériens,Services auxiliaires des transports aériens
H,52,52.2,52.24,52.24A,Transports et entreposage,Entreposage et services auxiliaires des transports,Services auxiliaires des transports,Manutention,Manutention portuaire
H,52,52.2,52.24,52.24B,Transports et entreposage,Entreposage et services auxiliaires des transports,Services auxiliaires des transports,Manutention,Manutention non portuaire
H,52,52.2,52.29,52.29A,Transports et entreposage,Entreposage et services auxiliaires des transports,Services auxiliaires des transports,Autres services auxiliaires des transports,"Messagerie, fret express"
H,52,52.2,52.29,52.29B,Transports et entreposage,Entreposage et services auxiliaires des transports,Services auxiliaires des transports,Autres services auxiliaires des transports,Affrètement et organisation des transports
H,53,53.1,53.10,53.10Z,Transports et entreposage,Activités de poste et de courrier,Activités de poste dans le cadre d'une obligation de service universel,Activités de poste dans le cadre d'une obligation de service universel,Activités de poste dans le cadre d'une obligation de service universel
H,53,53.2,53.20,53.20Z,Transports et entreposage,Activités de poste et de courrier,Autres activités de poste et de courrier,Autres activités de poste et de courrier,Autres activités de poste et de courrier
I,55,55.1,55.10,55.10Z,Hébergement et restauration,Hébergement,Hôtels et hébergement similaire,Hôtels et hébergement similaire,Hôtels et hébergement similaire
I,55,55.2,55.20,55.20Z,Hébergement et restauration,Hébergement,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée
I,55,55.3,55.30,55.30Z,Hébergement et restauration,Hébergement,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
I,55,55.9,55.90,55.90Z,Hébergement et restauration,Hébergement,Autres hébergements,Autres hébergements,Autres hébergements
I,56,56.1,56.10,56.10A,Hébergement et restauration,Restauration,Restaurants et services de restauration mobile,Restaurants et services de restauration mobile,Restauration traditionnelle
I,56,56.1,56.10,56.10B,Hébergement et restauration,Restauration,Restaurants et services de restauration mobile,Restaurants et services de restauration mobile,Cafétérias et autres libres-services
I,56,56.1,56.10,56.10C,Hébergement et restauration,Restauration,Restaurants et services de restauration mobile,Restaurants et services de restauration mobile,Restauration de type rapide
I,56,56.2,56.21,56.21Z,Hébergement et restauration,Restauration,Traiteurs et autres services de restauration,Services des traiteurs,Services des traiteurs
I,56,56.2,56.29,56.29A,Hébergement et restauration,Restauration,Traiteurs et autres services de restauration,Autres services de restauration,Restauration collective sous contrat
I,56,56.2,56.29,56.29B,Hébergement et restauration,Restauration,Traiteurs et autres services de restauration,Autres services de restauration,Autres services de restauration n.c.a.
I,56,56.3,56.30,56.30Z,Hébergement et restauration,Restauration,Débits de boissons,Débits de boissons,Débits de boissons
J,58,58.1,58.11,58.11Z,Information et communication,Édition,Édition de livres et périodiques et autres activités d'édition,Édition de livres,Édition de livres
J,58,58.1,58.12,58.12Z,Information et communication,Édition,Édition de livres et périodiques et autres activités d'édition,Édition de répertoires et de fichiers d'adresses,Édition de répertoires et de fichiers d'adresses
J,58,58.1,58.13,58.13Z,Information et communication,Édition,Édition de livres et périodiques et autres activités d'édition,Édition de journaux,Édition de journaux
J,58,58.1,58.14,58.14Z,Information et communication,Édition,Édition de livres et périodiques et autres activités d'édition,Édition de revues et périodiques,Édition de revues et périodiques
J,58,58.1,58.19,58.19Z,Information et communication,Édition,Édition de livres et périodiques et autres activités d'édition,Autres activités d'édition,Autres activités d'édition
J,58,58.2,58.21,58.21Z,Information et communication,Édition,Édition de logiciels,Édition de jeux électroniques,Édition de jeux électroniques
J,58,58.2,58.29,58.29A,Information et communication,Édition,Édition de logiciels,Édition d'autres logiciels,Édition de logiciels système et de réseau
J,58,58.2,58.29,58.29B,Information et communication,Édition,Édition de logiciels,Édition d'autres logiciels,Édition de logiciels outils de développement et de langages
J,58,58.2,58.29,58.29C,Information et communication,Édition,Édition de logiciels,Édition d'autres logiciels,Édition de logiciels applicatifs
J,59,59.1,59.11,59.11A,Information et communication,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Activités cinématographiques, vidéo et de télévision","Production de films cinématographiques, de vidéo et de programmes de télévision",Production de films et de programmes pour la télévision
J,59,59.1,59.11,59.11B,Information et communication,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Activités cinématographiques, vidéo et de télévision","Production de films cinématographiques, de vidéo et de programmes de télévision",Production de films institutionnels et publicitaires
J,59,59.1,59.11,59.11C,Information et communication,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Activités cinématographiques, vidéo et de télévision","Production de films cinématographiques, de vidéo et de programmes de télévision",Production de films pour le cinéma
J,59,59.1,59.12,59.12Z,Information et communication,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Activités cinématographiques, vidéo et de télévision","Post-production de films cinématographiques, de vidéo et de programmes de télévision","Post-production de films cinématographiques, de vidéo et de programmes de télévision"
J,59,59.1,59.13,59.13A,Information et communication,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Activités cinématographiques, vidéo et de télévision","Distribution de films cinématographiques, de vidéo et de programmes de télévision",Distribution de films cinématographiques
J,59,59.1,59.13,59.13B,Information et communication,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Activités cinématographiques, vidéo et de télévision","Distribution de films cinématographiques, de vidéo et de programmes de télévision",Édition et distribution vidéo
J,59,59.1,59.14,59.14Z,Information et communication,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Activités cinématographiques, vidéo et de télévision",Projection de films cinématographiques,Projection de films cinématographiques
J,59,59.2,59.20,59.20Z,Information et communication,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",Enregistrement sonore et édition musicale,Enregistrement sonore et édition musicale,Enregistrement sonore et édition musicale
J,60,60.1,60.10,60.10Z,Information et communication,Programmation et diffusion,Édition et diffusion de programmes radio,Édition et diffusion de programmes radio,Édition et diffusion de programmes radio
J,60,60.2,60.20,60.20A,Information et communication,Programmation et diffusion,Programmation de télévision et télédiffusion,Programmation de télévision et télédiffusion,Édition de chaînes généralistes
